,0
116,Dataset2/digits/000/ASEB212_200_30_18_048.bmp
117,Dataset2/digits/000/ASES211_200_31_14_048.bmp
118,Dataset2/digits/000/ASES211_200_31_08_048.bmp
119,Dataset2/digits/000/BWES212_200_31_18_048.bmp
120,Dataset2/digits/999/BWEB212_200_30_16_057.bmp
121,Dataset2/digits/999/BWEB211_200_30_12_057.bmp
122,Dataset2/digits/999/ASES213_200_31_20_057.bmp
123,Dataset2/digits/999/BWES211_200_31_10_057.bmp
124,Dataset2/digits/999/DLEB213_200_30_22_057.bmp
125,Dataset2/digits/999/ASES213_200_31_22_057.bmp
126,Dataset2/digits/999/DLES211_200_31_14_057.bmp
127,Dataset2/digits/999/CDES213_200_31_20_057.bmp
128,Dataset2/digits/999/bwes213_200_31_20_057.bmp
129,Dataset2/digits/999/ASES212_200_31_16_057.bmp
130,Dataset2/digits/999/ASEB212_200_30_18_057.bmp
131,Dataset2/digits/999/BWES211_200_31_08_057.bmp
132,Dataset2/digits/999/bwes213_200_31_22_057.bmp
133,Dataset2/digits/999/DLEB212_200_30_18_057.bmp
134,Dataset2/digits/999/CDES211_200_31_08_057.bmp
135,Dataset2/digits/999/ASES211_200_31_10_057.bmp
136,Dataset2/digits/999/ASES211_200_31_08_057.bmp
137,Dataset2/digits/999/CDEB211_200_30_14_057.bmp
138,Dataset2/digits/999/CDES212_200_31_16_057.bmp
139,Dataset2/digits/999/ASEB213_200_30_20_057.bmp
140,Dataset2/digits/999/CDES212_200_31_18_057.bmp
141,Dataset2/digits/999/BWEB211_200_30_10_057.bmp
142,Dataset2/digits/999/CDEB211_200_30_10_057.bmp
143,Dataset2/digits/999/DLEB211_200_30_08_057.bmp
144,Dataset2/digits/999/BWEB211_200_30_14_057.bmp
145,Dataset2/digits/999/ASEB213_200_30_22_057.bmp
146,Dataset2/digits/999/DLEB212_200_30_16_057.bmp
147,Dataset2/digits/999/CDEB212_200_30_18_057.bmp
148,Dataset2/digits/999/BWES212_200_31_16_057.bmp
149,Dataset2/digits/999/bweb213_200_30_22_057.bmp
150,Dataset2/digits/999/DLES211_200_31_12_057.bmp
151,Dataset2/digits/999/ASES212_200_31_18_057.bmp
152,Dataset2/digits/999/DLEB211_200_30_14_057.bmp
153,Dataset2/digits/999/ASES211_200_31_14_057.bmp
154,Dataset2/digits/999/bweb213_200_30_20_057.bmp
155,Dataset2/digits/999/ASEB211_200_30_08_057.bmp
156,Dataset2/digits/999/CDEB211_200_30_12_057.bmp
157,Dataset2/digits/999/BWEB212_200_30_18_057.bmp
158,Dataset2/digits/999/DLES211_200_31_08_057.bmp
159,Dataset2/digits/999/CDES213_200_31_22_057.bmp
160,Dataset2/digits/999/ASES211_200_31_12_057.bmp
161,Dataset2/digits/999/DLEB211_200_30_10_057.bmp
162,Dataset2/digits/999/CDEB213_200_30_22_057.bmp
163,Dataset2/digits/999/CDEB212_200_30_16_057.bmp
164,Dataset2/digits/999/CDES211_200_31_12_057.bmp
165,Dataset2/digits/999/CDES211_200_31_10_057.bmp
166,Dataset2/digits/999/ASEB211_200_30_10_057.bmp
167,Dataset2/digits/999/CDEB213_200_30_20_057.bmp
168,Dataset2/digits/999/CDEB211_200_30_08_057.bmp
169,Dataset2/digits/999/BWES212_200_31_18_057.bmp
170,Dataset2/digits/999/DLEB211_200_30_12_057.bmp
171,Dataset2/digits/999/CDES211_200_31_14_057.bmp
172,Dataset2/digits/999/BWEB211_200_30_08_057.bmp
173,Dataset2/digits/999/ASEB211_200_30_14_057.bmp
174,Dataset2/digits/999/BWES211_200_31_12_057.bmp
175,Dataset2/digits/999/ASEB212_200_30_16_057.bmp
176,Dataset2/digits/999/DLEB213_200_30_20_057.bmp
177,Dataset2/digits/999/DLES211_200_31_10_057.bmp
178,Dataset2/digits/999/ASEB211_200_30_12_057.bmp
179,Dataset2/digits/999/BWES211_200_31_14_057.bmp
180,Dataset2/digits/888/ASES211_200_31_12_056.bmp
181,Dataset2/digits/888/ASES213_200_31_22_056.bmp
182,Dataset2/digits/888/DLEB212_200_30_18_056.bmp
183,Dataset2/digits/888/DLEB213_200_30_22_056.bmp
184,Dataset2/digits/888/ASEB211_200_30_14_056.bmp
185,Dataset2/digits/888/bweb213_200_30_22_056.bmp
186,Dataset2/digits/888/DLEB211_200_30_08_056.bmp
187,Dataset2/digits/888/BWEB212_200_30_18_056.bmp
188,Dataset2/digits/888/BWES211_200_31_12_056.bmp
189,Dataset2/digits/888/BWES212_200_31_16_056.bmp
190,Dataset2/digits/888/CDES211_200_31_08_056.bmp
191,Dataset2/digits/888/DLEB211_200_30_10_056.bmp
192,Dataset2/digits/888/ASES212_200_31_16_056.bmp
193,Dataset2/digits/888/CDES212_200_31_16_056.bmp
194,Dataset2/digits/888/ASEB212_200_30_16_056.bmp
195,Dataset2/digits/888/CDES211_200_31_14_056.bmp
196,Dataset2/digits/888/bweb213_200_30_20_056.bmp
197,Dataset2/digits/888/BWEB211_200_30_12_056.bmp
198,Dataset2/digits/888/CDEB211_200_30_10_056.bmp
199,Dataset2/digits/888/BWEB212_200_30_16_056.bmp
200,Dataset2/digits/888/BWES211_200_31_14_056.bmp
201,Dataset2/digits/888/ASES211_200_31_10_056.bmp
202,Dataset2/digits/888/ASEB211_200_30_10_056.bmp
203,Dataset2/digits/888/ASEB213_200_30_20_056.bmp
204,Dataset2/digits/888/CDEB212_200_30_16_056.bmp
205,Dataset2/digits/888/ASEB211_200_30_12_056.bmp
206,Dataset2/digits/888/BWES211_200_31_10_056.bmp
207,Dataset2/digits/888/CDEB213_200_30_22_056.bmp
208,Dataset2/digits/888/ASES211_200_31_08_056.bmp
209,Dataset2/digits/888/BWEB211_200_30_08_056.bmp
210,Dataset2/digits/888/DLES211_200_31_10_056.bmp
211,Dataset2/digits/888/DLEB212_200_30_16_056.bmp
212,Dataset2/digits/888/CDES211_200_31_12_056.bmp
213,Dataset2/digits/888/DLEB213_200_30_20_056.bmp
214,Dataset2/digits/888/CDES213_200_31_20_056.bmp
215,Dataset2/digits/888/CDES213_200_31_22_056.bmp
216,Dataset2/digits/888/BWEB211_200_30_14_056.bmp
217,Dataset2/digits/888/CDES211_200_31_10_056.bmp
218,Dataset2/digits/888/BWEB211_200_30_10_056.bmp
219,Dataset2/digits/888/ASES212_200_31_18_056.bmp
220,Dataset2/digits/888/CDEB211_200_30_08_056.bmp
221,Dataset2/digits/888/ASEB211_200_30_08_056.bmp
222,Dataset2/digits/888/CDEB211_200_30_12_056.bmp
223,Dataset2/digits/888/ASEB213_200_30_22_056.bmp
224,Dataset2/digits/888/bwes213_200_31_20_056.bmp
225,Dataset2/digits/888/CDEB213_200_30_20_056.bmp
226,Dataset2/digits/888/ASES211_200_31_14_056.bmp
227,Dataset2/digits/888/CDEB212_200_30_18_056.bmp
228,Dataset2/digits/888/CDES212_200_31_18_056.bmp
229,Dataset2/digits/888/CDEB211_200_30_14_056.bmp
230,Dataset2/digits/888/DLES211_200_31_14_056.bmp
231,Dataset2/digits/888/DLEB211_200_30_12_056.bmp
232,Dataset2/digits/888/DLEB211_200_30_14_056.bmp
233,Dataset2/digits/888/bwes213_200_31_22_056.bmp
234,Dataset2/digits/888/ASES213_200_31_20_056.bmp
235,Dataset2/digits/888/BWES212_200_31_18_056.bmp
236,Dataset2/digits/888/DLES211_200_31_12_056.bmp
237,Dataset2/digits/888/BWES211_200_31_08_056.bmp
238,Dataset2/digits/888/ASEB212_200_30_18_056.bmp
239,Dataset2/digits/888/DLES211_200_31_08_056.bmp
240,Dataset2/digits/777/bwes213_200_31_22_055.bmp
241,Dataset2/digits/777/ASES212_200_31_18_055.bmp
242,Dataset2/digits/777/ASEB211_200_30_10_055.bmp
243,Dataset2/digits/777/ASEB211_200_30_08_055.bmp
244,Dataset2/digits/777/DLES211_200_31_08_055.bmp
245,Dataset2/digits/777/CDEB213_200_30_20_055.bmp
246,Dataset2/digits/777/BWEB211_200_30_08_055.bmp
247,Dataset2/digits/777/CDEB213_200_30_22_055.bmp
248,Dataset2/digits/777/ASES213_200_31_20_055.bmp
249,Dataset2/digits/777/CDES213_200_31_20_055.bmp
250,Dataset2/digits/777/ASES211_200_31_08_055.bmp
251,Dataset2/digits/777/ASES211_200_31_10_055.bmp
252,Dataset2/digits/777/CDES211_200_31_10_055.bmp
253,Dataset2/digits/777/ASES212_200_31_16_055.bmp
254,Dataset2/digits/777/CDES212_200_31_18_055.bmp
255,Dataset2/digits/777/DLEB212_200_30_16_055.bmp
256,Dataset2/digits/777/CDEB211_200_30_08_055.bmp
257,Dataset2/digits/777/DLEB212_200_30_18_055.bmp
258,Dataset2/digits/777/ASES211_200_31_14_055.bmp
259,Dataset2/digits/777/DLEB213_200_30_20_055.bmp
260,Dataset2/digits/777/ASEB213_200_30_22_055.bmp
261,Dataset2/digits/777/CDES212_200_31_16_055.bmp
262,Dataset2/digits/777/BWES211_200_31_14_055.bmp
263,Dataset2/digits/777/BWEB211_200_30_12_055.bmp
264,Dataset2/digits/777/DLEB211_200_30_10_055.bmp
265,Dataset2/digits/777/BWEB211_200_30_14_055.bmp
266,Dataset2/digits/777/DLES211_200_31_14_055.bmp
267,Dataset2/digits/777/BWEB212_200_30_18_055.bmp
268,Dataset2/digits/777/DLES211_200_31_10_055.bmp
269,Dataset2/digits/777/ASES213_200_31_22_055.bmp
270,Dataset2/digits/777/ASES211_200_31_12_055.bmp
271,Dataset2/digits/777/bweb213_200_30_20_055.bmp
272,Dataset2/digits/777/ASEB212_200_30_16_055.bmp
273,Dataset2/digits/777/DLEB213_200_30_22_055.bmp
274,Dataset2/digits/777/DLEB211_200_30_12_055.bmp
275,Dataset2/digits/777/ASEB211_200_30_12_055.bmp
276,Dataset2/digits/777/BWES211_200_31_10_055.bmp
277,Dataset2/digits/777/DLES211_200_31_12_055.bmp
278,Dataset2/digits/777/DLEB211_200_30_14_055.bmp
279,Dataset2/digits/777/ASEB212_200_30_18_055.bmp
280,Dataset2/digits/777/BWEB212_200_30_16_055.bmp
281,Dataset2/digits/777/bweb213_200_30_22_055.bmp
282,Dataset2/digits/777/CDES211_200_31_08_055.bmp
283,Dataset2/digits/777/BWES212_200_31_16_055.bmp
284,Dataset2/digits/777/CDES213_200_31_22_055.bmp
285,Dataset2/digits/777/CDEB212_200_30_16_055.bmp
286,Dataset2/digits/777/CDEB211_200_30_12_055.bmp
287,Dataset2/digits/777/CDEB212_200_30_18_055.bmp
288,Dataset2/digits/777/CDES211_200_31_12_055.bmp
289,Dataset2/digits/777/BWES211_200_31_08_055.bmp
290,Dataset2/digits/777/ASEB211_200_30_14_055.bmp
291,Dataset2/digits/777/BWEB211_200_30_10_055.bmp
292,Dataset2/digits/777/DLEB211_200_30_08_055.bmp
293,Dataset2/digits/777/CDEB211_200_30_14_055.bmp
294,Dataset2/digits/777/CDES211_200_31_14_055.bmp
295,Dataset2/digits/777/BWES211_200_31_12_055.bmp
296,Dataset2/digits/777/CDEB211_200_30_10_055.bmp
297,Dataset2/digits/777/BWES212_200_31_18_055.bmp
298,Dataset2/digits/777/bwes213_200_31_20_055.bmp
299,Dataset2/digits/777/ASEB213_200_30_20_055.bmp
300,Dataset2/digits/555/DLES211_200_31_08_053.bmp
301,Dataset2/digits/555/ASES211_200_31_14_053.bmp
302,Dataset2/digits/555/DLES211_200_31_14_053.bmp
303,Dataset2/digits/555/CDES213_200_31_22_053.bmp
304,Dataset2/digits/555/BWES212_200_31_16_053.bmp
305,Dataset2/digits/555/CDEB211_200_30_08_053.bmp
306,Dataset2/digits/555/ASEB213_200_30_20_053.bmp
307,Dataset2/digits/555/ASEB211_200_30_10_053.bmp
308,Dataset2/digits/555/DLEB212_200_30_18_053.bmp
309,Dataset2/digits/555/BWEB211_200_30_08_053.bmp
310,Dataset2/digits/555/BWES211_200_31_10_053.bmp
311,Dataset2/digits/555/ASES211_200_31_08_053.bmp
312,Dataset2/digits/555/CDES212_200_31_18_053.bmp
313,Dataset2/digits/555/BWEB211_200_30_12_053.bmp
314,Dataset2/digits/555/BWEB211_200_30_10_053.bmp
315,Dataset2/digits/555/ASES211_200_31_12_053.bmp
316,Dataset2/digits/555/ASEB213_200_30_22_053.bmp
317,Dataset2/digits/555/CDEB212_200_30_16_053.bmp
318,Dataset2/digits/555/ASES213_200_31_22_053.bmp
319,Dataset2/digits/555/BWES211_200_31_12_053.bmp
320,Dataset2/digits/555/CDES212_200_31_16_053.bmp
321,Dataset2/digits/555/BWES211_200_31_14_053.bmp
322,Dataset2/digits/555/BWEB212_200_30_16_053.bmp
323,Dataset2/digits/555/DLEB211_200_30_08_053.bmp
324,Dataset2/digits/555/bwes213_200_31_20_053.bmp
325,Dataset2/digits/555/CDES211_200_31_08_053.bmp
326,Dataset2/digits/555/ASES213_200_31_20_053.bmp
327,Dataset2/digits/555/CDES211_200_31_14_053.bmp
328,Dataset2/digits/555/DLES211_200_31_10_053.bmp
329,Dataset2/digits/555/BWEB212_200_30_18_053.bmp
330,Dataset2/digits/555/CDES211_200_31_10_053.bmp
331,Dataset2/digits/555/DLEB212_200_30_16_053.bmp
332,Dataset2/digits/555/ASEB211_200_30_14_053.bmp
333,Dataset2/digits/555/bweb213_200_30_22_053.bmp
334,Dataset2/digits/555/CDES211_200_31_12_053.bmp
335,Dataset2/digits/555/BWES211_200_31_08_053.bmp
336,Dataset2/digits/555/BWEB211_200_30_14_053.bmp
337,Dataset2/digits/555/bweb213_200_30_20_053.bmp
338,Dataset2/digits/555/DLES211_200_31_12_053.bmp
339,Dataset2/digits/555/ASES211_200_31_10_053.bmp
340,Dataset2/digits/555/bwes213_200_31_22_053.bmp
341,Dataset2/digits/555/ASEB212_200_30_18_053.bmp
342,Dataset2/digits/555/DLEB211_200_30_10_053.bmp
343,Dataset2/digits/555/ASES212_200_31_18_053.bmp
344,Dataset2/digits/555/CDEB211_200_30_10_053.bmp
345,Dataset2/digits/555/DLEB211_200_30_12_053.bmp
346,Dataset2/digits/555/ASEB212_200_30_16_053.bmp
347,Dataset2/digits/555/ASEB211_200_30_12_053.bmp
348,Dataset2/digits/555/ASEB211_200_30_08_053.bmp
349,Dataset2/digits/555/BWES212_200_31_18_053.bmp
350,Dataset2/digits/555/DLEB211_200_30_14_053.bmp
351,Dataset2/digits/555/CDEB213_200_30_20_053.bmp
352,Dataset2/digits/555/ASES212_200_31_16_053.bmp
353,Dataset2/digits/555/CDES213_200_31_20_053.bmp
354,Dataset2/digits/555/CDEB211_200_30_14_053.bmp
355,Dataset2/digits/555/CDEB212_200_30_18_053.bmp
356,Dataset2/digits/555/DLEB213_200_30_22_053.bmp
357,Dataset2/digits/555/CDEB211_200_30_12_053.bmp
358,Dataset2/digits/555/DLEB213_200_30_20_053.bmp
359,Dataset2/digits/555/CDEB213_200_30_22_053.bmp
360,Dataset2/digits/111/IREB211_200_30_14_049.bmp
361,Dataset2/digits/111/JTES211_200_31_14_049.bmp
362,Dataset2/digits/111/CDES211_200_31_12_049.bmp
363,Dataset2/digits/111/KTES212_200_31_16_049.bmp
364,Dataset2/digits/111/IRES213_200_31_22_049.bmp
365,Dataset2/digits/111/bweb213_200_30_22_049.bmp
366,Dataset2/digits/111/IREB213_200_30_20_049.bmp
367,Dataset2/digits/111/FSES211_200_31_14_049.bmp
368,Dataset2/digits/111/CDES213_200_31_20_049.bmp
369,Dataset2/digits/111/IREB213_200_30_22_049.bmp
370,Dataset2/digits/111/JTEB212_200_30_16_049.bmp
371,Dataset2/digits/111/BWES212_200_31_16_049.bmp
372,Dataset2/digits/111/CDES212_200_31_18_049.bmp
373,Dataset2/digits/111/CDEB212_200_30_16_049.bmp
374,Dataset2/digits/111/IRES213_200_31_20_049.bmp
375,Dataset2/digits/111/JTEB213_200_30_22_049.bmp
376,Dataset2/digits/111/KTEB212_200_30_18_049.bmp
377,Dataset2/digits/111/BWES211_200_31_14_049.bmp
378,Dataset2/digits/111/FSEB211_200_30_10_049.bmp
379,Dataset2/digits/111/FSES211_200_31_12_049.bmp
380,Dataset2/digits/111/FSEB211_200_30_12_049.bmp
381,Dataset2/digits/111/BWEB212_200_30_18_049.bmp
382,Dataset2/digits/111/CDES211_200_31_14_049.bmp
383,Dataset2/digits/111/IRES212_200_31_16_049.bmp
384,Dataset2/digits/111/FSEB212_200_30_16_049.bmp
385,Dataset2/digits/111/KTES212_200_31_18_049.bmp
386,Dataset2/digits/111/JTEB213_200_30_20_049.bmp
387,Dataset2/digits/111/FSES213_200_31_22_049.bmp
388,Dataset2/digits/111/KTEB213_200_30_22_049.bmp
389,Dataset2/digits/111/IREB211_200_30_08_049.bmp
390,Dataset2/digits/111/KTES211_200_31_08_049.bmp
391,Dataset2/digits/111/bweb213_200_30_20_049.bmp
392,Dataset2/digits/111/CDES211_200_31_10_049.bmp
393,Dataset2/digits/111/CDEB213_200_30_20_049.bmp
394,Dataset2/digits/111/JTES212_200_31_18_049.bmp
395,Dataset2/digits/111/JTEB211_200_30_08_049.bmp
396,Dataset2/digits/111/JTES213_200_31_22_049.bmp
397,Dataset2/digits/111/IRES211_200_31_14_049.bmp
398,Dataset2/digits/111/JTEB211_200_30_14_049.bmp
399,Dataset2/digits/111/CDEB212_200_30_18_049.bmp
400,Dataset2/digits/111/FSES211_200_31_10_049.bmp
401,Dataset2/digits/111/CDES213_200_31_22_049.bmp
402,Dataset2/digits/111/BWEB211_200_30_08_049.bmp
403,Dataset2/digits/111/FSES213_200_31_20_049.bmp
404,Dataset2/digits/111/CDEB211_200_30_08_049.bmp
405,Dataset2/digits/111/JTEB211_200_30_10_049.bmp
406,Dataset2/digits/111/IREB212_200_30_18_049.bmp
407,Dataset2/digits/111/CDEB211_200_30_14_049.bmp
408,Dataset2/digits/111/FSEB213_200_30_20_049.bmp
409,Dataset2/digits/111/CDES211_200_31_08_049.bmp
410,Dataset2/digits/111/CDEB211_200_30_10_049.bmp
411,Dataset2/digits/111/JTEB212_200_30_18_049.bmp
412,Dataset2/digits/111/KTES211_200_31_10_049.bmp
413,Dataset2/digits/111/bwes213_200_31_22_049.bmp
414,Dataset2/digits/111/JTES211_200_31_12_049.bmp
415,Dataset2/digits/111/IRES212_200_31_18_049.bmp
416,Dataset2/digits/111/JTES211_200_31_10_049.bmp
417,Dataset2/digits/111/BWEB211_200_30_12_049.bmp
418,Dataset2/digits/111/JTEB211_200_30_12_049.bmp
419,Dataset2/digits/111/bwes213_200_31_20_049.bmp
420,Dataset2/digits/111/DLEB211_200_30_08_049.bmp
421,Dataset2/digits/111/CDEB213_200_30_22_049.bmp
422,Dataset2/digits/111/FSES212_200_31_18_049.bmp
423,Dataset2/digits/111/BWEB211_200_30_10_049.bmp
424,Dataset2/digits/111/BWES211_200_31_10_049.bmp
425,Dataset2/digits/111/IREB211_200_30_12_049.bmp
426,Dataset2/digits/111/BWES212_200_31_18_049.bmp
427,Dataset2/digits/111/IREB211_200_30_10_049.bmp
428,Dataset2/digits/111/BWEB211_200_30_14_049.bmp
429,Dataset2/digits/111/FSEB212_200_30_18_049.bmp
430,Dataset2/digits/111/CDEB211_200_30_12_049.bmp
431,Dataset2/digits/111/IRES211_200_31_08_049.bmp
432,Dataset2/digits/111/FSEB211_200_30_08_049.bmp
433,Dataset2/digits/111/KTES213_200_31_22_049.bmp
434,Dataset2/digits/111/FSES212_200_31_16_049.bmp
435,Dataset2/digits/111/KTEB213_200_30_20_049.bmp
436,Dataset2/digits/111/KTEB211_200_30_12_049.bmp
437,Dataset2/digits/111/JTES213_200_31_20_049.bmp
438,Dataset2/digits/111/BWES211_200_31_08_049.bmp
439,Dataset2/digits/111/JTES212_200_31_16_049.bmp
440,Dataset2/digits/111/IRES211_200_31_12_049.bmp
441,Dataset2/digits/111/KTES211_200_31_12_049.bmp
442,Dataset2/digits/111/JTES211_200_31_08_049.bmp
443,Dataset2/digits/111/BWES211_200_31_12_049.bmp
444,Dataset2/digits/111/FSEB213_200_30_22_049.bmp
445,Dataset2/digits/111/BWEB212_200_30_16_049.bmp
446,Dataset2/digits/111/KTEB212_200_30_16_049.bmp
447,Dataset2/digits/111/IRES211_200_31_10_049.bmp
448,Dataset2/digits/111/KTES213_200_31_20_049.bmp
449,Dataset2/digits/111/CDES212_200_31_16_049.bmp
450,Dataset2/digits/111/FSEB211_200_30_14_049.bmp
451,Dataset2/digits/111/IREB212_200_30_16_049.bmp
452,Dataset2/digits/111/FSES211_200_31_08_049.bmp
453,Dataset2/digits/444/ASEB213_200_30_20_052.bmp
454,Dataset2/digits/444/bwes213_200_31_22_052.bmp
455,Dataset2/digits/444/ASES213_200_31_22_052.bmp
456,Dataset2/digits/444/CDES211_200_31_12_052.bmp
457,Dataset2/digits/444/DLES211_200_31_12_052.bmp
458,Dataset2/digits/444/CDEB213_200_30_20_052.bmp
